source_row,tweet,tweet_label,keyword,subjects,subjects_scored,stance,stance_reason,Unnamed: 10,matched keyword
256329,"Congress leader #PriyankaGandhi took a dig at #PMModi over attempts to stop farmers from marching to #Delhi over #farmlaws, saying the PM who is worried about ‘one nation, one election’ should also implement ‘one nation, one treatment’. #FarmersProtest https://t.co/qb5mNGVMLv",Pro OPP,farm laws,"['farmers', 'election', 'treatment']","[{'text': 'farmers', 'score': 0.413}, {'text': 'election', 'score': 0.3339}, {'text': 'treatment', 'score': 0.1571}]",Against,claims that PM modi is biased.,,
120710,"This is the spirit of #FarmersProtests, this is the spirit of our elders, this is #Punjab @PMOIndia ji ! #FarmLaws https://t.co/52KmBIIICk",Pro OPP,farm laws,"['farmers', 'protests', 'elders']","[{'text': 'farmers', 'score': 0.6217}, {'text': 'protests', 'score': 0.4068}, {'text': 'elders', 'score': 0.2862}]",Against,supports anti-farms laws and hails the spirit of old farmers.,,
168251,How well do you know about the new Agriculture Farm Laws? Put your knowledge to test by participating in the #FarmersFirstQuiz and stand a chance to win a cash prize upto Rs. 2 Lakh. https://t.co/4X3X1Z8XkV @AgriGoI @nstomar @PIB_India https://t.co/43zTYQbmNm,Pro Ruling,farm laws,"['farmers', 'test', 'pib_india']","[{'text': 'farmers', 'score': 0.5049}, {'text': 'test', 'score': 0.2696}, {'text': 'pib_india', 'score': 0.0812}]",Neutral,no stance on farm laws being taken.,,
1333847,@BDUTT Surely it’s beholden on the ruling party aka @narendramodi to #RepealFarmLaws and protect the lives of those in the #FarmersProtests Seems tad twisted to put the onus on the Opposition rather than call out the gross inhumanity of @PMOIndia,Pro OPP,farm laws,"['narendramodi', 'repeal', 'farm']","[{'text': 'narendramodi', 'score': 0.443}, {'text': 'repeal', 'score': 0.409}, {'text': 'farm', 'score': 0.3742}]",Against,calls for holding Modi responsible for the gross inhumanities against farmers.,,
322191,"This is the reality of @PMOIndia's claim that ""only after the #FarmLaws, can farmers sell their produce as per their wish"" ! When P.M wants to build a false narrative, how the hell can u fault the farmers, of not trusting him
This trust deficit is also an imp player #FarmProtests https://t.co/rx7ihPSo8A",Pro OPP,farm laws,"['farmers', 'trust', 'deficit']","[{'text': 'farmers', 'score': 0.4968}, {'text': 'trust', 'score': 0.3507}, {'text': 'deficit', 'score': 0.1881}]",Against,claims that Modi is building a false narrative.,,
652760,"Centre's three farm laws are death warrant for farmers. The government wants to take away their lands and give them to 3-4 capitalists. Farmers will become labourers in their own fields, that is why it's do or die situation for farmers: Delhi CM Arvind Kejriwal in Meerut https://t.co/vMrsAFK1Hl",Pro Ruling,farm laws,"['farmers', 'warrant', 'death']","[{'text': 'farmers', 'score': 0.5186}, {'text': 'warrant', 'score': 0.2463}, {'text': 'death', 'score': 0.2368}]",Against,"calls the farm laws a ""death warrant for farmers"".",,
186854,"#LeftRightCentre | Congress MP Deepender Hooda on farm laws

#FarmersProtest https://t.co/34eFWunBUQ",Pro OPP,farm laws,"['farmers', 'protest', 'congress']","[{'text': 'farmers', 'score': 0.5336}, {'text': 'protest', 'score': 0.4433}, {'text': 'congress', 'score': 0.3396}]",Neutral,"no stance taken, only news delivered",,
854968,"Muzzafarnagar Mahapanchayat; Lakhs of farmers from UP, Haryana, Punjab, Maharashtra &amp; other parts of Nation beefed up to participate
Major issues that are being faced by farmers including unconstitutional farm laws wll be discussed
#मुजफ्फरनगर_किसान_महापंचायत https://t.co/rLmaG10vTa",Pro OPP,farm laws,"['farmers', 'muzzafarnagar', 'unconstitutional']","[{'text': 'farmers', 'score': 0.5794}, {'text': 'muzzafarnagar', 'score': 0.324}, {'text': 'unconstitutional', 'score': 0.204}]",Against,"calls farm laws ""unconstitutional"".",,
1740250,Anti-drug laws to farm laws to UAPA: Are liberals undermining the Indian state by calling everything 'draconian'? (writes @AbhishBanerj)  https://t.co/5okjdZHiDX,Pro Ruling,farm laws,"['indian', 'liberals', 'drug']","[{'text': 'indian', 'score': 0.4853}, {'text': 'liberals', 'score': 0.4231}, {'text': 'drug', 'score': 0.3675}]",For,"claims that liberals are calling any new law ""draconian"" these days even if they are not, including farm laws.",,
1692846,Is the Former Home Minister of India justifying the violence &amp; assault on police in the name of protest against Farm laws?? Just asking.... https://t.co/wRx1B9JZ8R,Pro Ruling,farm laws,"['minister', 'india', 'assault']","[{'text': 'minister', 'score': 0.3828}, {'text': 'india', 'score': 0.3493}, {'text': 'assault', 'score': 0.2696}]",For,claims that violence and assault in the name of anti-farm laws is not justified.,,
186973,A message for Kangana ji ! #FarmersProtests #FarmLaws https://t.co/Ko6xc36GxX,Pro OPP,farm laws,"['farmers', 'kangana', 'protests']","[{'text': 'farmers', 'score': 0.6574}, {'text': 'kangana', 'score': 0.3393}, {'text': 'protests', 'score': 0.3293}]",Neutral,"no stance taken, only news delivered.",,
1558273,"Promising increased MSP alone is not enough. It is the quantity of govt procurement at MSP which matters!

Modi govt bought 74 times more Pulses from our farmers than the UPA govt!

#FarmBills2020 #FarmLaws2020 #Farmers https://t.co/VqOROGrw5P",Pro Ruling,farm laws,"['msp', 'farmers', 'increased']","[{'text': 'msp', 'score': 0.3693}, {'text': 'farmers', 'score': 0.3488}, {'text': 'increased', 'score': 0.3097}]",For,shows that Modi govt helping farmers through these laws.,,
313126,"Modi Government’s Strong Commitment towards MSP &amp; Mandis

#PMKisan #FarmersWithModi #FarmerBill2020 #FarmBills2020 #FarmLaws2020 https://t.co/P8HsgV3PGX",Pro Ruling,farm laws,"['farmers', 'bill2020', 'real']","[{'text': 'farmers', 'score': 0.6481}, {'text': 'bill2020', 'score': 0.3006}, {'text': 'real', 'score': 0.2164}]",For,hashtag suggests farmers support modi and hence farm laws.,,
657512,"Govt has straight away lied in Parliament that farmers do not know what's black in the farm laws. 
We call P.M. for an open debate and clear the confusion 

#FarmersCallPMforDebate",Pro OPP,farm laws,"['farmers', 'black', 'lied']","[{'text': 'farmers', 'score': 0.4989}, {'text': 'black', 'score': 0.2953}, {'text': 'lied', 'score': 0.292}]",Against,claims that Government lied to parliament within context of farm laws.,,
638724,‘Govt is committed to helping the small #farmers in the country assuring them profitable returns. The 3 #farmlaws enacted by the parliament in the previous session aims at further helping the small farmers. The 3 new legislations provide more rights and power to the farmers’,Pro Ruling,farm laws,"['farmers', 'small', 'parliament']","[{'text': 'farmers', 'score': 0.5902}, {'text': 'small', 'score': 0.3109}, {'text': 'parliament', 'score': 0.2849}]",For,claims that the government is trying to help farmers through farm laws.,,
1069536,"Discussion must be on unethical #FarmLaws , not on protests.

Protests are going on because pimp government is trying to force the  laws which are against farmers. 
Since past 60 days farmers are protesting in biting cold, lost 150 lives, got beaten by police. 
#FarmersProstests",Pro OPP,farm laws,"['farmers', 'protests', 'unethical']","[{'text': 'farmers', 'score': 0.4848}, {'text': 'protests', 'score': 0.3764}, {'text': 'unethical', 'score': 0.2955}]",Against,"calls farm laws ""unethical"".",,
703410,"Joint Statement by 12 Major Opposition Parties’ leaders : 

We extend our support to the call given by the Samyukta Kisan Morcha (SKM) to observe a countrywide protest day on May 26 marking the completion of six months of the heroic peaceful Kisan struggle. 

#FarmLaws 
1/3 https://t.co/TBbucjbz9v",Pro OPP,farm laws,"['protest', 'farm', 'months']","[{'text': 'protest', 'score': 0.5253}, {'text': 'farm', 'score': 0.3447}, {'text': 'months', 'score': 0.2502}]",Against,"calls anti-farm law protests ""heroic"".",,
928177,"Kanoon wapsi nahi, to ghar wapsi nahi, says #BKU leader #RakeshTikait 
#FarmersProtest #FarmLaws
https://t.co/GVC3MjTJHm",Pro OPP,farm laws,"['farmers', 'protest', 'laws']","[{'text': 'farmers', 'score': 0.5664}, {'text': 'protest', 'score': 0.3475}, {'text': 'laws', 'score': 0.3397}]",Against,shows how farmers wont return till they are not given justice.,,
742713,"Until the govt withdraws farm laws, ""We will continue to send food and rations to the border.”

Farmers in West UP, many of them in debt themselves, are pooling in resources to send food at Ghazipur site.

I profile one such village for @PARInetwork https://t.co/xxMOFyXLXx",Pro OPP,farm laws,"['farmers', 'ghazipur', 'withdraws']","[{'text': 'farmers', 'score': 0.5304}, {'text': 'ghazipur', 'score': 0.4181}, {'text': 'withdraws', 'score': 0.0591}]",Against,shows how farmers are receiving support even from farmers in debt.,,
2734378,"It was brave farmers, particularly of Punjab, who fought and halted the juggernaut of Adanification of the nation. Remember, inspite of many farmers losing lives opposing the farm laws, Modi took an year to withdraw the laws. That is the importance of this nexus for the regime..",Pro OPP,farm laws,"['farmers', 'fought', 'halted']","[{'text': 'farmers', 'score': 0.4439}, {'text': 'fought', 'score': 0.1888}, {'text': 'halted', 'score': 0.1308}]",Against,"says farm laws are ""adanification"" and calls anti-farm law protestors ""brave"".",,
1360824,"I can’t wait for @PMOIndia to head out to phoren &amp; be asked WHY farmers from Punjab, Haryana &amp; Uttar Pradesh have been protesting for months over the #FarmLaws with concerns that they’ll lead to erosion of the minimum support price (MSP) system unheard 😡
https://t.co/oW8LUX77WD",Pro OPP,farm laws,"['pmoindia', 'farmers', 'unheard']","[{'text': 'pmoindia', 'score': 0.46}, {'text': 'farmers', 'score': 0.3417}, {'text': 'unheard', 'score': 0.0415}]",Against,claims that modi does not listen to concerns of farmers.,,
757415,"No wonder India got colonised easily. Indian opinion makers even today line up behind foreigners — celebs &amp; nonentities — against issues of national interest, whether reformist farm laws or economy. Modi govt has serious flaws, deserves constructive criticism not mindless anarchy",Pro Ruling,farm laws,"['india', 'reformist', 'celebs']","[{'text': 'india', 'score': 0.5323}, {'text': 'reformist', 'score': 0.3586}, {'text': 'celebs', 'score': 0.0618}]",For,"calls farm laws ""reformist""",,
804550,"As a mark of intensifying the movement against 3 Black Laws farmers' leaders in plans to gherao the Parliament
Aiming towards a peaceful protest leaving only one msg: REPEAL FARM LAWS

#किसान_संसद_कूच_करेगा https://t.co/dm9i238bAn",Pro OPP,farm laws,"['farmers', 'protest', 'msg']","[{'text': 'farmers', 'score': 0.5094}, {'text': 'protest', 'score': 0.4466}, {'text': 'msg', 'score': 0.1718}]",Against,"calls farm laws ""black"".",,
36648,"BIG NEWS

Supreme Court Hearing on #FarmersProtests 

1. Congress favors Committee formation
2. Modi Govt defends the Farm laws
3. @ArvindKejriwal Govt Strongly raise issues of Farmers

AAP has been fighting for the rights of Farmers
Delhi Govt is with Farmers

Watch Below report https://t.co/AlnZSSKaQo",Pro OPP,farm laws,"['farmers', 'protests', 'hearing']","[{'text': 'farmers', 'score': 0.4877}, {'text': 'protests', 'score': 0.3686}, {'text': 'hearing', 'score': 0.0722}]",Against,"says that it is the ""right of farmers"" to have these laws repealed.",,
637366,"How PM is dismantling India's corrupt?

-10 JP by destroying their loot avenues: Subsidies, Mines and Arms purchase.
-Punjabi Mandi dalals through the new farm laws.
-Bengal politicians by destroying their income from Coal mafia and illegal/fake currency. https://t.co/ZNLMzpKMDM",Pro Ruling,farm laws,"['india', 'dismantling', 'politicians']","[{'text': 'india', 'score': 0.4784}, {'text': 'dismantling', 'score': 0.4651}, {'text': 'politicians', 'score': 0.2637}]",For,claims that PM is actually dismantling corruption in India through farm laws.,,
1140130,"Big twist in farmers conspiracy claim!

In Haryana police's custody, Masked man claims to have been abducted by the protesting farmers.

#FarmersProtests #Farmers #FarmLaws https://t.co/ud2lTqZ7y2",Pro Ruling,farm laws,"['farmers', 'abducted', 'protesting']","[{'text': 'farmers', 'score': 0.4795}, {'text': 'abducted', 'score': 0.3544}, {'text': 'protesting', 'score': 0.2508}]",For,"says that anti-farm laws are ""conspiracy"" claims.",,
119224,#ProfAshokGulati: “Repealing these farm laws would be like robbing more than 90% of farmers — who never gained from the #MSP system &amp; are largely small &amp; marginal — of their rights.” #FarmersProtest,Pro Ruling,farm laws,"['farmers', 'repealing', 'marginal']","[{'text': 'farmers', 'score': 0.5352}, {'text': 'repealing', 'score': 0.3187}, {'text': 'marginal', 'score': 0.2857}]",For,claims that repealing the farms laws would be like robbing 90% of the farmers.,,
767104,"Today India is rapidly acquiring farm land by giving adequate compensation to the farmers.
More than 20 Expressways are getting build in India on the land acquired &amp; hundreds of industrial corridors/ food parks are coming up adjoining those roads

Same will happen with #FarmLaws",Pro Ruling,farm laws,"['india', 'farm', 'roads']","[{'text': 'india', 'score': 0.4472}, {'text': 'farm', 'score': 0.4446}, {'text': 'roads', 'score': 0.3712}]",For,says farmers will be compensated through farm laws.,,
1341336,"Delhi: Hundreds of women protesters from Punjab reach Tikri border

NDTV’s Shonakshi Chakravarty reports from ground zero

#FarmersProtest #FarmLaws https://t.co/8IogdsoBXb",Pro OPP,farm laws,"['protest', 'farmers', 'ndtv']","[{'text': 'protest', 'score': 0.477}, {'text': 'farmers', 'score': 0.3593}, {'text': 'ndtv', 'score': 0.1653}]",Neutral,"no stance taken, only news delivered",,
698578,"Where @_YogendraYadav says ""Several Cabinet Ministers are prepared to take back the Farm Laws, the Prime Minister is not. ""  on the #FarmersProtests and where we are headed ahead of Republic Day. Full conversation @themojostory https://t.co/aLloUf3lio https://t.co/Vq8eifbL2S",Pro OPP,farm laws,"['ministers', 'back', 'protests']","[{'text': 'ministers', 'score': 0.5449}, {'text': 'back', 'score': 0.261}, {'text': 'protests', 'score': 0.2542}]",Neutral,"no stance taken, only news delivered",,
1167922,"#Watch: #Congress party leaders celebrate as #PMModi takes back 3 #FarmLaws!

Visuals from @INCIndia office CSMT, #Mumbai 

🎥BL Soni 

#News #Farmers #FarmersProtest @PMOIndia @narendramodi @BJP4India #FarmLawsRepealed https://t.co/qJr4GHBIgn",Pro OPP,farm laws,"['farmers', 'congress', 'bjp4india']","[{'text': 'farmers', 'score': 0.4583}, {'text': 'congress', 'score': 0.4466}, {'text': 'bjp4india', 'score': 0.2685}]",Neutral,"no stance taken, only news delivered",,
661625,"After @rihanna's post on Indian #FarmersProtest, @akshaykumar and @ajaydevgn stand united with #IndiaAgainstPropaganda.

#FarmLaws 

https://t.co/Zf56Dh9Ym1",Pro Ruling,farm laws,"['akshaykumar', 'farmers', 'protest']","[{'text': 'akshaykumar', 'score': 0.5887}, {'text': 'farmers', 'score': 0.3961}, {'text': 'protest', 'score': 0.3271}]",For,Rihanna's post was in favor of farmers protest. This tweet claims that indian celebrities stand against this sort of false propoganda.,,
